,cancer_type,cellosaurus_id,standard_drug_name,dataset,info,IC50,IC90,EC50,Einf,AUC
3351,kidney,ACHN,Tivozanib,All,"CTRP2,GDSC1",5.05402,8.43596,2.34333,0.293299,3.57321
3352,kidney,ACHN,TKI258,All,CCLE,2.47623,6.08814,1.00032,0.578988,12.1969
3353,kidney,ACHN,TL-1-85,All,GDSC1,4.13785,8.12335,1.58849,0.393898,11.1745
3354,kidney,ACHN,TL-2-105,All,GDSC1,4.8543,7.60966,2.31013,0.232422,3.68241
3355,kidney,ACHN,Topotecan,All,"CTRP2,GDSC2,CCLE",-1.02205,2.62603,-1.10588,0.974761,43.5046
3356,kidney,ACHN,Torin 2,All,GDSC1,-1.24596,16.3321,-6.77991,0.667295,54.7856
3357,kidney,ACHN,tosedostat,All,CTRP2,5.29801,8.59596,4.88807,0.864286,19.9492
3358,kidney,ACHN,TPCA-1,All,"CTRP2,GDSC1",5.25762,11.6278,2.57264,0.567431,16.0437
3359,kidney,ACHN,Trametinib,All,"CTRP2,GDSC2,GDSC1",15.2702,30.4803,0.388619,0.208706,9.00726
3360,kidney,ACHN,Tretinoin,All,"CTRP2,GDSC1",8.66298,10.5689,6.35804,0.131088,0.815139
3361,kidney,ACHN,tretinoin:carboplatin (2:1 mol/mol),All,CTRP2,9.18552,10.8525,6.10478,0.0338936,0.174119
3362,kidney,ACHN,tretinoin:navitoclax (4:1 mol/mol),All,CTRP2,6.85763,9.40251,5.24224,0.397316,3.90496
3363,kidney,ACHN,Trichostatin A,All,GDSC1,-0.48174,0.848954,-0.85535,0.700974,9.13903
3364,kidney,ACHN,trifluoperazine,All,CTRP2,5.42108,6.77732,4.46823,0.352,1.78415
3365,kidney,ACHN,triptolide,All,CTRP2,-1.87302,2.08641,-3.76318,0.518866,8.78088
3366,kidney,ACHN,TTK_3146,All,GDSC1,2.3056,10.7389,-1.26424,0.565815,32.819
3367,kidney,ACHN,Tubastatin A,All,GDSC1,6.48583,10.3831,2.84824,0.227942,5.66387
3368,kidney,ACHN,TW 37,All,"CTRP2,GDSC1",5.56322,13.775,1.10357,0.46535,15.2027
3369,kidney,ACHN,TWS119,All,GDSC1,2.35711,6.95579,1.14769,0.718853,31.7724
3370,kidney,ACHN,Ulixertinib,All,GDSC2,3.10049,8.03096,0.780423,0.524651,13.498
3371,kidney,ACHN,ULK1_4989,All,GDSC2,4.49406,8.75492,2.62887,0.553021,15.5294
3372,kidney,ACHN,UMI-77,All,GDSC2,4.60569,6.46662,2.64662,0.180088,1.68757
3373,kidney,ACHN,UNC0321,All,CTRP2,7.93575,9.3777,4.58552,0.012059,0.0530434
3374,kidney,ACHN,UNC0638,All,"CTRP2,GDSC1",4.57804,5.36998,4.49648,0.887345,5.14774
3375,kidney,ACHN,UNC0638:navitoclax (1:1 mol/mol),All,CTRP2,6.77576,11.7782,2.18423,0.23491,4.32751
3376,kidney,ACHN,UNC0642,All,GDSC1,1.19653,2.68293,-1.48193,0.0374362,0.32264
3377,kidney,ACHN,UNC1215,All,GDSC1,1.61613,3.38592,-0.610716,0.118526,1.27015
3378,kidney,ACHN,Uprosertib,All,GDSC2,5.78597,16.7577,-1.46954,0.379081,19.8852
3379,kidney,ACHN,VAF-347,All,CTRP2,8.69564,10.7271,5.37765,0.0537768,0.340473
3380,kidney,ACHN,valdecoxib,All,CTRP2,7.1438,10.8484,6.37181,0.77498,16.7327
3381,kidney,ACHN,vandetanib,All,CTRP2,3.71598,7.28027,3.08434,0.807735,17.8155
3382,kidney,ACHN,VE-822,All,GDSC2,1.06353,4.92736,-0.135739,0.671639,19.5278
3383,kidney,ACHN,VE821,All,GDSC2,4.53965,8.15653,1.82867,0.323058,6.42668
3384,kidney,ACHN,Veliparib,All,"CTRP2,GDSC1",7.3521,8.83517,4.56557,0.0317085,0.144896
3385,kidney,ACHN,Venetoclax,All,"CTRP2,GDSC2",8.29397,10.0087,5.48192,0.0530197,0.265554
3386,kidney,ACHN,Venotoclax,All,GDSC1,0.826433,2.44935,-2.48614,0.0223066,0.208279
3387,kidney,ACHN,VER-155008,All,CTRP2,7.36625,13.6663,2.61527,0.32034,7.31569
3388,kidney,ACHN,Vinblastine,All,"GDSC2,GDSC1",-4.04463,3.56697,-7.38575,0.551967,25.5788
3389,kidney,ACHN,Vincristine,All,"CTRP2,GDSC2",4.25473,14.2559,0.901903,0.647494,29.0275
3390,kidney,ACHN,Vinorelbine,All,"GDSC2,GDSC1",-4.43041,-1.40548,-5.30972,0.69108,16.2063
3391,kidney,ACHN,Vismodegib,All,GDSC1,4.36079,10.2157,0.697883,0.40375,16.1216
3392,kidney,ACHN,VNLG-124,All,GDSC1,4.24104,9.00361,0.441331,0.295338,9.2021
3393,kidney,ACHN,vorapaxar,All,CTRP2,7.97169,12.0126,4.47255,0.259615,3.68159
3394,kidney,ACHN,Vorinostat,All,"CTRP2,GDSC2,GDSC1",2.77641,4.72053,2.64959,0.928459,15.5472
3395,kidney,ACHN,vorinostat:carboplatin (1:1 mol/mol),All,CTRP2,5.80701,6.86675,5.4218,0.620621,3.11431
3396,kidney,ACHN,vorinostat:navitoclax (4:1 mol/mol),All,CTRP2,1.41525,3.20522,1.39653,0.988512,24.2406
3397,kidney,ACHN,Voxtalisib,All,GDSC1,6.29479,12.2801,1.84266,0.326459,12.5927
3398,kidney,ACHN,VSP34_8731,All,GDSC2,2.43186,3.92948,2.39668,0.974199,25.0158
3399,kidney,ACHN,VU0155056,All,CTRP2,12.2485,22.9685,2.02252,0.218981,7.61594
3400,kidney,ACHN,VX-11e,All,"GDSC2,GDSC1",3.27375,9.38299,0.251159,0.504332,18.8056
3401,kidney,ACHN,VX-702,All,GDSC1,3.26796,10.6857,-2.10788,0.338093,15.4438
3402,kidney,ACHN,WAY-362450,All,CTRP2,8.3988,10.0793,5.49686,0.0440073,0.229315
3403,kidney,ACHN,Wee1 Inhibitor,All,"GDSC2,GDSC1",-0.5321,1.03962,-0.538611,0.995449,37.369
3404,kidney,ACHN,WEHI-539,All,GDSC2,6.27894,14.6578,-0.111539,0.315307,13.2248
3405,kidney,ACHN,WHI-P97,All,GDSC1,7.81345,19.4598,-1.35299,0.301341,17.7248
3406,kidney,ACHN,WIKI4,All,GDSC2,4.82484,7.82308,2.16628,0.249479,3.92679
3407,kidney,ACHN,Wnt-C59,All,"GDSC2,GDSC1",3.58206,5.0082,2.68454,0.401126,3.33921
3408,kidney,ACHN,WP1130,All,CTRP2,2.59433,3.89801,2.5908,0.997026,22.9966
3409,kidney,ACHN,WYE-125132,All,GDSC1,-2.05016,11.9961,-6.01225,0.699663,55.3075
3410,kidney,ACHN,WZ3105,All,GDSC1,1.79095,3.90991,-0.415505,0.184253,2.45429
3411,kidney,ACHN,WZ4002,All,CTRP2,3.2978,6.38694,2.65698,0.775966,14.0111
3412,kidney,ACHN,WZ4003,All,GDSC2,4.32416,10.9411,0.311951,0.417559,15.5533
3413,kidney,ACHN,WZ8040,All,CTRP2,2.36687,4.13745,2.35024,0.989684,24.5559
3414,kidney,ACHN,XAV939,All,"GDSC2,GDSC1",10.4555,24.4567,-2.05842,0.246109,13.8381
3415,kidney,ACHN,XL765,All,CTRP2,8.45254,10.7998,5.24929,0.0949826,0.710278
3416,kidney,ACHN,XMD13-2,All,GDSC1,4.25179,7.19509,2.12209,0.338807,6.90548
3417,kidney,ACHN,XMD14-99,All,GDSC1,4.66014,6.87801,2.52654,0.21554,3.06176
3418,kidney,ACHN,XMD15-27,All,GDSC1,5.40424,8.76303,2.10845,0.207542,4.41817
3419,kidney,ACHN,Y-39983,All,GDSC1,7.81128,14.4151,1.80144,0.238488,9.42294
3420,kidney,ACHN,YK-4-279,All,"CTRP2,GDSC2,GDSC1",4.19467,9.01247,2.31427,0.595687,13.2055
3421,kidney,ACHN,YL54,All,CTRP2,7.44158,8.95715,4.55569,0.0300215,0.15007
3422,kidney,ACHN,YM201636,All,GDSC1,2.36829,4.78272,1.15296,0.497236,9.43576
3423,kidney,ACHN,ZD-6474,All,CCLE,0.897783,6.27967,-0.606142,0.702296,25.065
3424,kidney,ACHN,zebularine,All,CTRP2,9.52497,10.6602,8.72337,0.349759,1.48254
3425,kidney,ACHN,Zibotentan,All,GDSC1,7.40836,9.58379,3.61398,0.0423973,0.535987
3426,kidney,ACHN,ZM447439,All,GDSC1,2.53252,4.98331,0.0939487,0.201981,3.14305
3427,kidney,ACHN,Zoledronate,All,GDSC2,3.582,5.60015,0.336135,0.0567266,0.538266
3428,kidney,ACHN,ZSTK474,All,"CTRP2,GDSC1",8.62047,18.7522,1.68835,0.363857,13.2253
3429,kidney,BB65-RCC,(5Z)-7-Oxozeaenol,All,GDSC1,1.26246,3.79764,0.928555,0.856305,27.8972
3430,kidney,BB65-RCC,5-Fluorouracil,All,GDSC1,6.39611,11.1623,2.99047,0.344431,11.0952
3431,kidney,BB65-RCC,A-443654,All,GDSC1,-0.81416,1.26161,-1.37717,0.710542,14.6341
3432,kidney,BB65-RCC,A-770041,All,GDSC1,1.85137,5.23129,0.478907,0.581308,16.594
3433,kidney,BB65-RCC,A-83-01,All,GDSC1,5.92481,13.5393,0.971242,0.386387,18.5263
3434,kidney,BB65-RCC,ACY-1215,All,GDSC1,2.41844,6.31798,1.49319,0.745078,29.6182
3435,kidney,BB65-RCC,Afatinib,All,GDSC1,4.60597,29.0657,-8.49617,0.471195,34.2363
3436,kidney,BB65-RCC,AGI-6780,All,GDSC1,0.407553,4.40083,-2.60891,0.319591,8.61733
3437,kidney,BB65-RCC,AICA Ribonucleotide,All,GDSC1,10.0444,11.7545,9.67264,0.765636,14.1147
3438,kidney,BB65-RCC,AKT inhibitor VIII,All,GDSC1,3.23262,5.62933,2.11504,0.528281,8.19459
3439,kidney,BB65-RCC,Alectinib,All,GDSC1,4.9065,6.67149,1.78274,0.0401207,0.411139
3440,kidney,BB65-RCC,Alisertib,All,GDSC1,3.57129,12.2736,-2.38479,0.363711,18.7636
3441,kidney,BB65-RCC,Amuvatinib,All,GDSC1,3.28269,7.39925,1.84988,0.635224,23.0541
3442,kidney,BB65-RCC,Apitolisib,All,GDSC1,1.22564,7.87155,-0.412162,0.735687,43.4896
3443,kidney,BB65-RCC,AR-42,All,GDSC1,-1.00696,1.33348,-1.09393,0.959196,42.4232
3444,kidney,BB65-RCC,Ara-G,All,GDSC1,7.02264,8.89765,3.7126,0.0405111,0.441087
3445,kidney,BB65-RCC,ARRY-520,All,GDSC1,1.37655,15.66,-8.17226,0.374221,25.0081
3446,kidney,BB65-RCC,AS601245,All,GDSC1,1.82668,4.32098,1.21668,0.737608,18.9505
3447,kidney,BB65-RCC,AS605240,All,GDSC1,5.65056,8.40425,3.25305,0.257281,4.15386
3448,kidney,BB65-RCC,AST-1306,All,GDSC1,2.59142,4.79271,2.28667,0.849069,23.6564
3449,kidney,BB65-RCC,AT-7519,All,GDSC1,1.43352,3.68115,1.16095,0.867555,25.8159
3450,kidney,BB65-RCC,AT7867,All,GDSC1,5.84089,14.6661,0.354724,0.406566,21.7123
3451,kidney,BB65-RCC,Avagacestat,All,GDSC1,5.29917,6.94529,2.80936,0.0695563,0.597849
3452,kidney,BB65-RCC,Axitinib,All,GDSC1,1.43525,4.25471,-0.280391,0.416006,8.60493
3453,kidney,BB65-RCC,AZ20,All,GDSC1,0.179297,3.73194,-0.227864,0.874751,41.0094
3454,kidney,BB65-RCC,AZ628,All,GDSC1,2.40298,4.01673,1.30455,0.366171,4.18606
3455,kidney,BB65-RCC,AZD1208,All,GDSC1,5.50677,7.20359,2.76417,0.0557684,0.55392
3456,kidney,BB65-RCC,AZD1332,All,GDSC1,2.91865,7.89628,0.69056,0.544387,21.2876
3457,kidney,BB65-RCC,AZD1480,All,GDSC1,2.39822,6.99678,-0.676197,0.374195,11.9222
3458,kidney,BB65-RCC,AZD2014,All,GDSC1,-1.35425,5.80962,-2.62497,0.807559,54.6078
3459,kidney,BB65-RCC,AZD3514,All,GDSC1,4.83844,7.10672,2.49392,0.187094,2.67169
3460,kidney,BB65-RCC,AZD4547,All,GDSC1,3.70523,5.33967,2.61192,0.373955,3.07701
3461,kidney,BB65-RCC,AZD4877,All,GDSC1,-4.89801,-1.88194,-6.26486,0.539552,13.2482
3462,kidney,BB65-RCC,AZD5438,All,GDSC1,0.109422,3.97192,-0.380808,0.86146,42.036
3463,kidney,BB65-RCC,AZD5582,All,GDSC1,5.69816,7.73644,2.64379,0.0716562,0.862023
3464,kidney,BB65-RCC,AZD6094,All,GDSC1,4.16029,5.86263,0.77503,0.0250014,0.245199
3465,kidney,BB65-RCC,AZD6482,All,GDSC1,3.28655,10.1425,-0.791413,0.426002,19.4241
3466,kidney,BB65-RCC,AZD6738,All,GDSC1,0.407127,3.92235,-0.0411926,0.860797,38.6167
3467,kidney,BB65-RCC,AZD7762,All,GDSC1,-1.81002,1.95772,-1.97391,0.952247,49.7453
3468,kidney,BB65-RCC,AZD7969,All,GDSC1,1.71247,5.12241,0.88079,0.738284,25.6912
3469,kidney,BB65-RCC,AZD8055,All,GDSC1,-1.63307,5.40991,-3.65585,0.694544,40.6347
3470,kidney,BB65-RCC,AZD8186,All,GDSC1,1.6482,7.85795,-1.67832,0.47117,20.6975
3471,kidney,BB65-RCC,AZD8835,All,GDSC1,3.34593,5.96307,2.02131,0.494962,10.1532
3472,kidney,BB65-RCC,AZD8931,All,GDSC1,2.62733,7.91782,0.422231,0.571623,24.1007
3473,kidney,BB65-RCC,BAM7,All,GDSC1,5.51616,14.1492,0.364623,0.424593,22.6272
3474,kidney,BB65-RCC,BAY-61-3606,All,GDSC1,2.2691,4.99437,1.34329,0.6432,15.9341
3475,kidney,BB65-RCC,Belinostat,All,GDSC1,-0.372699,1.28378,-0.375671,0.998029,58.5846
3476,kidney,BB65-RCC,Bexarotene,All,GDSC1,3.31736,7.08996,1.21311,0.453922,12.8162
3477,kidney,BB65-RCC,BI-2536,All,GDSC1,-3.33714,-0.0682883,-4.20797,0.715406,23.1553
3478,kidney,BB65-RCC,BIBF-1120,All,GDSC1,3.22006,7.24128,1.86626,0.64613,23.2431
3479,kidney,BB65-RCC,Bicalutamide,All,GDSC1,4.84854,6.87372,2.59905,0.160261,1.42621
3480,kidney,BB65-RCC,BIX02189,All,GDSC1,5.28038,7.91512,3.24758,0.310177,5.55719
3481,kidney,BB65-RCC,Bleomycin,All,GDSC1,4.0327,10.1174,2.13697,0.67049,34.7162
3482,kidney,BB65-RCC,Bleomycin (10 uM),All,GDSC1,3.43596,6.47684,1.83847,0.479412,11.244
3483,kidney,BB65-RCC,Bleomycin (50 uM),All,GDSC1,4.8961,9.75329,2.93695,0.583768,23.2002
3484,kidney,BB65-RCC,BMS-345541,All,GDSC1,3.49146,4.40003,3.30108,0.773786,7.68238
3485,kidney,BB65-RCC,BMS-509744,All,GDSC1,4.67297,10.8837,0.625455,0.385594,15.9259
3486,kidney,BB65-RCC,BMS-536924,All,GDSC1,2.39786,5.70044,0.718626,0.493063,12.153
3487,kidney,BB65-RCC,BMS-754807,All,GDSC1,0.307968,7.72298,-2.73807,0.577031,31.2368
3488,kidney,BB65-RCC,Bortezomib,All,GDSC1,-11.5044,-9.98213,-11.5047,0.999788,72.8729
3489,kidney,BB65-RCC,Bosutinib,All,GDSC1,0.71194,4.0625,-0.777468,0.547086,14.9767
3490,kidney,BB65-RCC,BPTES,All,GDSC1,4.92731,11.3214,0.568306,0.365479,15.2303
3491,kidney,BB65-RCC,"Brivanib, BMS-540215",All,GDSC1,6.51091,14.5972,0.874488,0.355535,17.4108
3492,kidney,BB65-RCC,Bryostatin 1,All,GDSC1,-0.0281771,10.6011,-10.8636,0.192461,10.2298
3493,kidney,BB65-RCC,BX-912,All,GDSC1,4.21775,9.74007,0.850707,0.415126,15.9394
3494,kidney,BB65-RCC,BX795,All,GDSC1,2.58191,11.1359,-1.8703,0.483311,26.6257
3495,kidney,BB65-RCC,C-75,All,GDSC1,4.35133,5.52621,3.74411,0.486259,4.45172
3496,kidney,BB65-RCC,Cabozantinib,All,GDSC1,2.62286,4.65235,1.42204,0.428308,6.45436
3497,kidney,BB65-RCC,"CAP-232, TT-232, TLN-232",All,GDSC1,4.0706,4.80845,3.84699,0.678837,4.76769
3498,kidney,BB65-RCC,Capivasertib,All,GDSC1,5.46323,8.7471,3.42842,0.407999,9.7331
3499,kidney,BB65-RCC,CAY10566,All,GDSC1,3.43923,5.02925,0.834491,0.0532216,0.494697
3500,kidney,BB65-RCC,CAY10603,All,GDSC1,0.37465,1.93915,0.369101,0.996103,49.3457
3501,kidney,BB65-RCC,CCT-018159,All,GDSC1,3.16871,4.51421,2.59373,0.562229,6.32309
3502,kidney,BB65-RCC,CCT007093,All,GDSC1,4.86287,6.66766,2.12334,0.0687643,0.731435
3503,kidney,BB65-RCC,CD532,All,GDSC1,1.11777,4.45942,0.152906,0.693018,22.2293
3504,kidney,BB65-RCC,Cetuximab,All,GDSC1,8.0537,16.3668,2.44344,0.369995,18.6119
3505,kidney,BB65-RCC,CGP-082996,All,GDSC1,2.73774,6.0526,0.81551,0.4371,10.7642
3506,kidney,BB65-RCC,CGP-60474,All,GDSC1,-4.52004,-2.88903,-4.56613,0.968961,32.2147
3507,kidney,BB65-RCC,CHIR-99021,All,GDSC1,2.61528,6.28611,1.21638,0.604195,15.4719
3508,kidney,BB65-RCC,CI-1033,All,GDSC1,3.26043,4.5258,3.10202,0.863328,14.3267
3509,kidney,BB65-RCC,CI-1040,All,GDSC1,0.970162,10.9085,-2.5737,0.627134,41.5183
3510,kidney,BB65-RCC,Cisplatin,All,GDSC1,1.21443,4.11789,0.764282,0.8313,24.1096
3511,kidney,BB65-RCC,CMK,All,GDSC1,1.37766,2.12829,1.28191,0.860769,8.41946
3512,kidney,BB65-RCC,CP466722,All,GDSC1,2.65703,5.67136,1.88819,0.726895,22.1236
3513,kidney,BB65-RCC,CP724714,All,GDSC1,5.33571,6.68883,2.91703,0.0386256,0.303231
3514,kidney,BB65-RCC,CPI-613,All,GDSC1,7.24786,12.1306,5.27868,0.583817,23.306
3515,kidney,BB65-RCC,Crizotinib,All,GDSC1,3.05862,4.75683,0.437798,0.065159,0.650932
3516,kidney,BB65-RCC,CUDC-101,All,GDSC1,-1.04184,0.725179,-1.06502,0.985589,42.5879
3517,kidney,BB65-RCC,CX-5461,All,GDSC1,4.71007,7.16076,2.42859,0.229012,3.62289
3518,kidney,BB65-RCC,Cyclopamine,All,GDSC1,4.56275,6.41128,3.225,0.338744,4.34929
3519,kidney,BB65-RCC,Cytarabine,All,GDSC1,-3.17668,1.10182,-3.58635,0.895194,51.7061
3520,kidney,BB65-RCC,Dabrafenib,All,GDSC1,0.280962,6.24922,-1.08399,0.753903,42.5318
3521,kidney,BB65-RCC,Dacinostat,All,GDSC1,-4.41068,-1.69744,-4.47641,0.973391,55.1336
3522,kidney,BB65-RCC,Dactolisib,All,GDSC1,-6.25902,-1.34188,-6.84306,0.870247,52.3079
3523,kidney,BB65-RCC,Daporinad,All,GDSC1,-5.50451,18.6759,-14.2455,0.622503,53.3756
3524,kidney,BB65-RCC,Dasatinib,All,GDSC1,-4.02834,-2.0413,-4.04241,0.992219,54.6887
3525,kidney,BB65-RCC,DMOG,All,GDSC1,9.61464,17.1015,7.24745,0.665969,39.2748
3526,kidney,BB65-RCC,Docetaxel,All,GDSC1,-8.11873,0.11811,-11.1394,0.617584,36.8471
3527,kidney,BB65-RCC,Doramapimod,All,GDSC1,6.10266,8.03845,2.69269,0.0408445,0.459198
3528,kidney,BB65-RCC,Doxorubicin,All,GDSC1,-3.51839,2.70842,-4.16139,0.887039,54.8622
3529,kidney,BB65-RCC,Dyrk1b_0191,All,GDSC1,2.93386,4.83537,2.22165,0.610262,10.1916
3530,kidney,BB65-RCC,"eEF2K Inhibitor, A-484954",All,GDSC1,7.03334,8.9523,3.6972,0.0429187,0.478843
3531,kidney,BB65-RCC,EHT-1864,All,GDSC1,4.31921,8.46723,1.52562,0.370921,10.7376
3532,kidney,BB65-RCC,Elesclomol,All,GDSC1,-5.10226,-2.46474,-5.31841,0.91021,35.973
3533,kidney,BB65-RCC,Embelin,All,GDSC1,3.29912,6.88616,2.42749,0.73921,27.0013
3534,kidney,BB65-RCC,Entinostat,All,GDSC1,0.223061,8.47762,-2.64202,0.636148,38.6077
3535,kidney,BB65-RCC,Enzastaurin,All,GDSC1,3.27811,9.18163,0.975434,0.595921,25.6237
3536,kidney,BB65-RCC,EphB4_9721,All,GDSC1,2.45214,6.4807,0.969783,0.616423,21.4965
3537,kidney,BB65-RCC,Epothilone B,All,GDSC1,-10.3109,-4.55736,-10.9155,0.885061,60.6784
3538,kidney,BB65-RCC,Erlotinib,All,GDSC1,0.749478,55.6439,-26.531,0.502507,46.263
3539,kidney,BB65-RCC,Etoposide,All,GDSC1,-0.633228,18.7245,-7.5074,0.628527,51.7659
3540,kidney,BB65-RCC,ETP-45835,All,GDSC1,6.54747,12.1779,2.05772,0.295566,10.6356
3541,kidney,BB65-RCC,Fedratinib,All,GDSC1,3.06494,3.98196,2.7766,0.667687,5.74742
3542,kidney,BB65-RCC,FEN1_3940,All,GDSC1,2.31262,3.32558,2.21944,0.899284,13.228
3543,kidney,BB65-RCC,FGFR_0939,All,GDSC1,1.59684,4.09846,0.155588,0.439927,8.24003
3544,kidney,BB65-RCC,FGFR_3831,All,GDSC1,4.00485,7.86446,1.59164,0.404011,11.2076
3545,kidney,BB65-RCC,FH535,All,GDSC1,1.98272,6.78325,1.09301,0.799155,41.1809
3546,kidney,BB65-RCC,Flavopiridol,All,GDSC1,-1.56212,4.38398,-2.96655,0.746185,41.5687
3547,kidney,BB65-RCC,FMK,All,GDSC1,6.66754,8.39165,3.75854,0.0479119,0.429691
3548,kidney,BB65-RCC,Foretinib,All,GDSC1,0.131892,1.12453,0.125367,0.992778,27.8441
3549,kidney,BB65-RCC,FR-180204,All,GDSC1,6.38018,8.04619,3.77166,0.0621201,0.607832
3550,kidney,BB65-RCC,FTI-277,All,GDSC1,1.59698,4.10885,-0.895316,0.203105,3.24098
3551,kidney,BB65-RCC,FTY-720,All,GDSC1,2.67981,3.66617,2.65724,0.974864,20.6693
3552,kidney,BB65-RCC,Fulvestrant,All,GDSC1,4.78959,7.88703,2.11562,0.260935,5.30681
3553,kidney,BB65-RCC,Gefitinib,All,GDSC1,0.443348,7.03993,-3.88974,0.382073,16.4837
3554,kidney,BB65-RCC,Gemcitabine,All,GDSC1,-9.05395,-4.79313,-9.08937,0.990866,71.0265
3555,kidney,BB65-RCC,Genentech Cpd 10,All,GDSC1,1.02037,2.52471,0.976632,0.968066,29.4727
3556,kidney,BB65-RCC,GNF-2,All,GDSC1,2.33156,4.23261,-0.286592,0.0925263,1.04994
3557,kidney,BB65-RCC,GSK1059615,All,GDSC1,0.978881,4.9387,0.488243,0.864712,43.4237
3558,kidney,BB65-RCC,GSK1070916,All,GDSC1,2.66792,9.43101,-0.272311,0.555667,23.5092
3559,kidney,BB65-RCC,GSK1904529A,All,GDSC1,1.9694,3.93593,-0.636223,0.103197,1.21837
3560,kidney,BB65-RCC,GSK269962A,All,GDSC1,2.08893,3.58,1.48953,0.585002,6.63143
3561,kidney,BB65-RCC,GSK319347A,All,GDSC1,4.65267,6.63518,1.66307,0.0702286,0.821137
3562,kidney,BB65-RCC,GSK429286A,All,GDSC1,7.11026,8.6137,3.84186,0.0167077,0.128586
3563,kidney,BB65-RCC,GSK650394,All,GDSC1,4.81905,11.0,1.15696,0.42772,18.1284
3564,kidney,BB65-RCC,GSK690693,All,GDSC1,4.97502,6.82603,2.71272,0.127675,1.43827
3565,kidney,BB65-RCC,GW-2580,All,GDSC1,6.15539,8.02988,3.68226,0.104411,1.17585
3566,kidney,BB65-RCC,GW441756,All,GDSC1,1.78999,3.51811,0.322581,0.26807,3.06791
3567,kidney,BB65-RCC,GW843682X,All,GDSC1,-4.0944,-1.43868,-4.45148,0.85335,28.8868
3568,kidney,BB65-RCC,HG-5-113-01,All,GDSC1,1.98874,5.52765,0.977085,0.695878,23.6464
3569,kidney,BB65-RCC,HG-5-88-01,All,GDSC1,4.60893,7.49736,2.18444,0.273087,5.227
3570,kidney,BB65-RCC,HG6-64-1,All,GDSC1,1.9873,11.9574,-2.75521,0.520311,31.9895
3571,kidney,BB65-RCC,I-BET-762,All,GDSC1,6.33622,8.99373,3.3743,0.159037,2.61481
3572,kidney,BB65-RCC,IAP_5620,All,GDSC1,4.74224,7.29541,2.35685,0.227532,3.74545
3573,kidney,BB65-RCC,IAP_7638,All,GDSC1,5.70633,7.75062,2.64184,0.0715725,0.863508
3574,kidney,BB65-RCC,IC-87114,All,GDSC1,7.86781,20.886,-1.22344,0.354692,22.5771
3575,kidney,BB65-RCC,ICL1100013,All,GDSC1,1.26495,4.68056,0.881343,0.877237,39.9654
3576,kidney,BB65-RCC,Idelalisib,All,GDSC1,4.79493,8.23638,2.74357,0.42507,9.62733
3577,kidney,BB65-RCC,IGFR_3801,All,GDSC1,1.61476,10.7845,-1.91271,0.600864,37.4802
3578,kidney,BB65-RCC,Imatinib,All,GDSC1,2.53371,4.34253,0.367856,0.134349,1.48453
3579,kidney,BB65-RCC,IMD-0354,All,GDSC1,-0.207978,3.66533,-0.459125,0.928886,55.3686
3580,kidney,BB65-RCC,IOX2,All,GDSC1,0.343076,7.35639,-6.00427,0.240814,9.97328
3581,kidney,BB65-RCC,IPA-3,All,GDSC1,3.1409,4.00853,3.13384,0.991058,23.2831
3582,kidney,BB65-RCC,Ispinesib Mesylate,All,GDSC1,-2.27382,2.04899,-4.92244,0.412967,12.805
3583,kidney,BB65-RCC,JAK1_3715,All,GDSC1,4.31611,8.2894,1.61007,0.365915,10.142
3584,kidney,BB65-RCC,JAK3_7406,All,GDSC1,3.56451,6.36906,1.9955,0.452631,9.59004
3585,kidney,BB65-RCC,JNJ38877605,All,GDSC1,6.73658,18.6651,-0.950301,0.390603,24.3126
3586,kidney,BB65-RCC,JNK Inhibitor VIII,All,GDSC1,3.46368,8.37738,0.911334,0.484159,17.7805
3587,kidney,BB65-RCC,JNK-9L,All,GDSC1,-0.191864,4.45715,-1.18611,0.769279,36.8496
3588,kidney,BB65-RCC,JQ1,All,GDSC1,3.93315,13.4429,-2.6976,0.355393,17.4663
3589,kidney,BB65-RCC,JQ12,All,GDSC1,-1.3446,5.08939,-2.6564,0.779682,47.7813
3590,kidney,BB65-RCC,JW-7-24-1,All,GDSC1,2.8408,3.42461,2.77365,0.874302,6.8879
3591,kidney,BB65-RCC,JW-7-52-1,All,GDSC1,-5.57193,0.0957392,-6.05993,0.905688,64.5535
3592,kidney,BB65-RCC,kb NB 142-70,All,GDSC1,3.32932,6.57056,2.29181,0.662148,19.8507
3593,kidney,BB65-RCC,KIN001-042,All,GDSC1,7.07659,20.3649,-2.28267,0.350879,22.4985
3594,kidney,BB65-RCC,KIN001-236,All,GDSC1,4.29444,6.00893,2.70607,0.231034,2.56229
3595,kidney,BB65-RCC,KIN001-244,All,GDSC1,4.17596,5.78674,3.46458,0.549614,7.30927
3596,kidney,BB65-RCC,KIN001-260,All,GDSC1,5.28618,7.90757,3.25497,0.308269,5.4882
3597,kidney,BB65-RCC,KIN001-266,All,GDSC1,3.63512,4.38296,3.55488,0.882663,9.11608
3598,kidney,BB65-RCC,KIN001-270,All,GDSC1,5.38752,7.832,3.35551,0.277317,4.51265
3599,kidney,BB65-RCC,Kobe2602,All,GDSC1,6.788,15.2667,0.743478,0.345456,17.3425
3600,kidney,BB65-RCC,KU-55933,All,GDSC1,4.99498,7.49493,2.40952,0.186873,2.93922
3601,kidney,BB65-RCC,KU-60019,All,GDSC1,4.33641,9.18126,1.18871,0.386966,13.0288
